অভ্যর্থনাকারী	obhyorthonakari	ovvorthonakari	obhyarthonakari	obhyortho-nakari	obhyarthanakari
প্রতিবন্ধকতা	protibondhokota	protibondhokota	protibondhakata	protibandhokota
বাধা	badha	badha	bada	baadha
সংকট	songkot	sonkot	shongkot	songkoto
বিপর্যয়	biporjoy	biporyoy	biporjay	viporjoy
দুর্নীতি	durniti	durniti	durneeti	durnitti
স্বচ্ছতা	shocchota	socchota	shwacchota	socchota
জবাবদিহি	jobabdihi	jobabdihi	zobabdihi	jababdihi
ন্যায়বিচার	nyaybichar	naybichar	nyaybichar	nayaybichar
বিচার	bichar	bichar	bicar	vichar
আইন	ain	ain	aain	aayin
সংবিধান	songbidhan	sonbidhan	shongbidhan	songbidhaan
শাসন	shashon	sason	shason	sasan
প্রশাসন	proshashon	prosason	proshason	prasasan
রাজনীতি	rajniti	rajniti	razniti	rajneeti
অর্থনীতি	orthoniti	arthoniti	orthoneeti	orthniti
সমাজনীতি	shomajniti	somajniti	shomajneeti	somajniti
কূটনীতি	kutniti	kutniti	kootniti	kutneeti
উন্নয়ন	unnoyon	unnayan	unnoyon	unnayon
অগ্রগতি	ogrogoti	agrogoti	ogrogati	ogrogoti
প্রগতি	progoti	progoti	progati	pragati
পরিবর্তন	poriborton	poribarton	poriborton	poribortan
রূপান্তর	rupantor	rupantor	roopantor	rupantar
বিপ্লব	biplob	biplab	biplob	viplob
আন্দোলন	andolon	andolon	aandolon	andolan
সংগ্রাম	songram	sonogram	shongram	songgram
প্রতিরোধ	protirodh	protirodh	protirod	pratirodh
সহযোগিতা	shohojogita	sohojogita	shohozogita	sohojogeeta
অংশগ্রহণ	ongshogrohon	onshogrohon	ongshogrohon	ongsogrohon
সম্পর্ক	somporko	somporko	sompark	sompork
যোগাযোগ	jogajog	jogajog	zogazog	jogayog
সংযোগ	songjog	sonjog	shongjog	songzog
ঐক্য	oikko	oikya	oikko	oyikko
সংহতি	songhoti	songhoti	shonghoti	songhati
বিভাজন	bibhajon	bivajon	bibhajon	bibhazon
বৈষম্য	boishommo	boishommo	boishomya	boissommo
সমতা	shomota	somota	shomta	somota
স্বাধিকার	shadhikar	swadhikar	sadhikar	shadhikaar
মর্যাদা	morjada	moryada	morjada	morzada
সম্মান	shomman	somman	shomman	soman
গৌরব	gourob	gourab	gourob	gaurab
অহংকার	ohongkar	ahongkar	ohonkar	ohongkaar
বিশ্বাস	bishwash	biswash	bishash	bishwas
আস্থা	astha	aastha	asta	astha
আশা	asha	asa	aasha	asha
হতাশা	hotasha	hotasa	hataasha	hotasha
সাহস	shahosh	sahos	shahos	sahosh
ধৈর্য	dhoirjo	dhoirjo	dhoirya	doirjo
সহনশীলতা	shohonshilota	sohonshilota	shohonsilota	sohonshilta
শৃঙ্খলা	srinkhola	shringkhola	srinkhola	shrinkhola
নিয়ম	niyom	niyom	niom	nium
শর্ত	shorto	sorto	shart	shorto
বিধি	bidhi	bidhi	bidi	viddhi
কাঠামো	kathamo	kathamo	katamo	kaathamo
পরিসর	porishor	porisor	prishor	porishar
মাত্রা	matra	matra	maatra	mattra
পরিমাণ	poriman	porimaan	priman	porimaan
গুণমান	gunoman	gunman	gunoman	gunomaan
মূল্যায়ন	mullayon	mulyayon	mullayon	mulyaon
বৈচিত্র্য	boichitro	boichittro	boichitrya	boicitro
বিশেষত্ব	bisheshotto	bisheshotto	biseshottwo	bishesotto
সাধারণত্ব	sadharonto	shadharonto	sadharontwo	shadharontto
বাস্তবতা	bastobota	bastobota	bastavata	bastobta
সত্য	shotto	sotto	shotyo	sotto
মিথ্যা	mittha	mithya	mittha	mithya
ভুল	vul	bhul	vul	bhool
সঠিকতা	shothikota	sothikota	shothikta	sothikota
নির্ভুলতা	nirbhulota	nirvulota	nirbhulta	nirbhoolota
গুরুত্ব	gurutto	gurutto	guruttwo	gurutwo
প্রাসঙ্গিকতা	prasongikota	prashongikota	prasongikta	prasonggikota
প্রয়োজনীয়তা	proyojoniyota	prayojoniyota	proyojoniota	proyozoniyota
উপযোগিতা	upojogita	upojogita	upazogita	upojogeeta
কার্যকারিতা	karjokarita	kajokarita	karyokarita	karjokareeta
সৃজনশীলতা	srijonshilota	srijonshilota	srijansilota	srijonsheelota
উদ্ভাবন	udvabon	udbhabon	udvabon	udbhavon
আবিষ্কার	abishkar	abiskar	aabishkar	abishkaar
গবেষণাগার	gobeshonagar	gobeshonagar	gabeshanagar	gobesonagar
প্রযুক্তি	projukti	projukti	prozukti	projuktti
বিজ্ঞান	biggan	biggyan	biggan	vigyan
দর্শন	dorshon	darshon	dorson	dorshan
সাহিত্য	shahitto	sahitto	shahittyo	sahityo
শিল্প	shilpo	silpo	shilpa	silpa
স্থাপত্য	sthapotto	sthapotto	sthapottyo	stapotto
ঐতিহ্যবাহী	oitijjhobahi	oitihhobahi	oitijhyobahi	oitijjobahi
পরম্পরা	porompora	parampara	porompora	porompra
রীতি	riti	reeti	ritti	riiti
প্রথা	protha	protha	prota	prothaa
আচার	achar	achar	acar	aachar
অনুষ্ঠান	onushthan	onushthan	onusthan	anushthan
উৎসব	utshob	utsob	utshab	utsob
পরিচয়	porichoy	porichoy	pricoy	porichay
মাতৃভাষা	matrivasha	matribhasha	matrivasa	matrivhasha
জাতীয়তা	jatiyota	jatiota	zatiyota	jatiyta
দেশপ্রেম	deshoprem	desprem	deshoprem	desoprem
মানবতা	manobota	manobota	manavata	manobta
মানবাধিকার	manobadhikar	manabadhikar	manobadhikaar	manabadikar
দয়া	doya	daya	doya	dya
সহানুভূতি	shahanuvuti	sahanubhuti	shahanuvuti	sahanubhuuti
উদারতা	udarota	udarota	udaarota	udarta
বিনয়	binoy	binoy	binay	vinoy
সততা	shotota	sotota	shotta	sotota
বিশ্বস্ততা	bishwostota	biswostota	bishostota	bishwostta
দুর্বলতা	durbolota	durbolota	durbalata	durbolta
শক্তিশালী	shoktishali	soktishali	shaktishali	soktisali
প্রতিযোগিতা	protijogita	protizogita	protijogita	pratiyogita
স্বার্থ	shartho	swartho	sartho	shwartho
ত্যাগ	tag	tyag	teyag	tayag
দায়	day	daay	dai	daya
কর্তব্য	kortobbo	kortobbo	kortabya	kortobyo
অধিকারী	odhikari	adhikari	odhikaari	odikari
স্বীকৃতি	shikriti	swikriti	sikriti	shikritti
প্রতিফলন	protifolon	protiphalon	protifolon	pratifalon
সংজ্ঞা	shongga	songga	shonggya	songya
ব্যাখ্যা	bakkha	byakkha	byakhya	bakhya
উদাহরণ	udahoron	udaharon	udahoron	udaharan
প্রেক্ষাপট	prekkhapot	prekhapot	prekshapot	prekkhapot
দৃষ্টান্ত	drishtanto	dristanto	drishtanta	drishtanto
বিদ্বান	biddan	bidwan	bidban
দ্বন্দ্ব	dondo	dwondo	dwandwa	dondwo
দ্বার	dar	dwar	dbar
দ্বিতীয়	ditiyo	dwitiyo	ditio	dwitio
দ্বীপ	dip	dwip	dbip
দ্বেষ	desh	dwesh	dbesh
বিশ্ব	bishsho	biswo	bishwo	bissho
অশ্ব	oshsho	ashwo	oshwo
স্বাধীন	shadhin	swadhin	sadhin
স্বর	shor	swar	sor
স্বপ্ন	shopno	swopno	sopno	shwapno
স্বাস্থ্য	shasthyo	swastho	sasthyo	shastho
স্বাদ	shad	swad	sad
স্বভাব	shobhab	swabhab	sobhab
স্বজন	shojon	swajon	sojon
স্বদেশ	shodesh	swadesh	sodesh
স্বীকার	shikar	swikar	sikar
স্বতন্ত্র	shotontro	swatantra	sotontro
স্বেচ্ছা	shecchha	swechcha	secchha	swechchha
স্বর্গ	shorgo	swarga	sorgo
স্বর্ণ	shorno	swarna	sorno
দুষ্ট	dushto	dusto
কষ্ট	koshto	kosto	kashto
স্পষ্ট	spashto	sposto	sposhto	spashta
শ্রেষ্ঠ	sreshtho	shreshtho	srestho	shrestho
নষ্ট	noshto	nosto	nashto
তুষ্ট	tushto	tusto	tushta
পুষ্ট	pushto	pusto	pushta
ইষ্ট	ishto	isto	ishta
সৃষ্টি	sristi	srishti	sristhi
দৃষ্টি	dristi	drishti	dristhi
বৃষ্টিপাত	bristipat	brishtipat
কনিষ্ঠ	konishtho	konistho
গরিষ্ঠ	gorishtho	goristho
অধিষ্ঠান	odhishthan	odhisthan
প্রতিষ্ঠা	protishtha	protistha
গোষ্ঠী	goshthi	gosthi
ষষ্ঠ	shosthho	shashtha	sosthho
নিষ্ঠা	nishtha	nistha
পৃষ্ঠা	prishtha	pristha
ঠোঁট	thont
জ্ঞানী	gyani	gani	gyaani
বিজ্ঞানী	biggyani	biggani	bigyani
অজ্ঞান	oggyan	oggan	ogyan
বিজ্ঞ	biggo	biggyo	bigyo
বিজ্ঞপ্তি	biggopti	biggyopti	bigyopti
যজ্ঞ	joggo	joggyo	jogyo
অজ্ঞাত	oggato	oggyato	ogyato
বিজ্ঞাপন	biggapon	biggyapon	bigyapon
ক্ষমা	khoma	kkhoma	ksoma	khyoma
ক্ষতি	khoti	kkhoti	ksoti
ক্ষুধা	khudha	kkhudha	ksudha
ক্ষুদ্র	khudro	kkhudro	ksudro
ক্ষেত	khet	kkhet	kset
ক্ষণ	khon	kkhon	kson
ক্ষীর	khir	kkhir	ksir
ক্ষয়	khoy	kkhoy	ksoy
ক্ষার	khar	kkhar	ksar
ক্ষুর	khur	kkhur	ksur
রক্ষা	rokkha	roksha	rokha
শিক্ষক	shikkhok	shikshok	sikkhok
শিক্ষার্থী	shikkharthi	shiksharthi	sikkharthi
দক্ষ	dokkho	doksho	dokho
দক্ষিণ	dokkhin	dokshin	dokhin
লক্ষ	lokkho	loksho	lokho
পক্ষ	pokkho	poksho	pokho
অক্ষর	okkhor	okshor	akhor
বক্ষ	bokkho	boksho	bokho
যক্ষ্মা	jokkhma	jokshma
সাক্ষর	sakkhor	sakshor	sakhor
সাক্ষী	sakkhi	sakshi	sakhi
সাক্ষাৎ	sakkhat	sakshat	sakhat
ভিক্ষা	bhikkha	bhiksha	bhikha
ক্ষুব্ধ	khubdho	kkhubdho	ksubdho
অক্ষম	okkhom	okshom	okhom
তীক্ষ্ণ	tikkho	tikshno	tikkhno	tikhno
ব্রহ্ম	brommo	brahmo	brommho
ব্রাহ্মণ	brahmon	brammon	brahman
চিহ্ন	chinho	chihno	cinho
অপরাহ্ণ	oporanho	aparahno	oporahno
গুহ্য	guhyo	guhho	guhya
বাহ্য	bahyo	bahho	bahya
সহ্য	shojjho	sohyo	shohyo	sohjho
দাহ্য	dahyo	dahho	dahya
জিহ্বা	jihba	jibha	jihwa	jibbha
আহ্বান	ahoban	ahban	ahbban	ahwan
আহ্লাদ	ahlad	ahllad
পঞ্চ	poncho	pancha	poncha
পঞ্চম	ponchom	pancham	panchom
চঞ্চল	chonchol	chanchal	concol
বাঞ্ছা	bancha	banchha	banccha
সঞ্চয়	shonchoy	sanchay	sonchoy
অঞ্চল	onchol	anchal	oncol
মঞ্চ	moncho	mancha	moncha
বঞ্চনা	bonchona	banchana	boncona
সঞ্চার	shonchar	sanchar	sonchar
লাঞ্ছনা	lanchona	lanchhona	lancona
কাঞ্চন	kanchon	kanchan	kancon
বিপঞ্চ	biponcho	bipancha
সঞ্চিত	shonchito	sanchita	sonchito
উত্তর	uttor	uttar	utter
উত্তম	uttom	uttam	utom
সত্তা	shotta	satta	sotta
মহত্ত্ব	mohotto	mahattva	mohottwo	mohotbtw
সত্তর	shottor	sattar	sottor
উত্তীর্ণ	uttirno	uttirna	utirno
পুত্তলিকা	puttolika	puttalika
বৃত্তান্ত	brittanto	brittanta	brittanto
বিত্ত	bitto	bitta	bittwo
চিত্ত	chitto	chitta	citto
নিত্ত	nitto	nitta
সত্ত্ব	shotto	sattva	sotto	shottwo
যুদ্ধ	juddho	juddo	judhho	zuddho
বুদ্ধি	buddhi	buddi	budhdhi	budhi
শুদ্ধ	shuddho	suddho	shuddo	suddo
বৃদ্ধ	briddho	briddo	bridhho
সিদ্ধ	shiddho	siddho	shiddo	siddo
বদ্ধ	boddho	baddha	boddo
অবরুদ্ধ	oboruddho	abaruddha	oborudho
ক্রুদ্ধ	kruddho	kruddo	kruddho
প্রসিদ্ধ	prosiddho	prasiddha	prosiddo
বিরুদ্ধ	biruddho	biruddo	biruddha
যুদ্ধবিরতি	juddhobiroti	juddobiroti
বুদ্ধিমান	buddhiman	buddiman	budhdhiman
শুদ্ধি	shuddhi	suddhi	shuddi
অন্ন	onno	anna	onno
চিহ্নিত	chinhito	chihnito
বিদ্যুৎ	biddyut	bidyut	biddut	bidut
বিদ্যালয়	bidyaloy	biddaloy	bidyalay
উদ্যান	udyan	uddan	udyana
উদ্যোগ	uddyog	udyog	udyoug
পদ্য	poddo	padya	poddyo
গদ্য	goddo	gadya	goddyo
মাধ্যম	maddhom	madhyam	madhyom
অধ্যয়ন	oddhoyon	adhyayan	odhyoyon
অধ্যাপক	oddhapok	adhyapak	odhyapok
অধ্যায়	oddhay	adhyay	odhyay
মধ্য	moddho	madhya	moddhyo
মধ্যম	moddhom	madhyam	moddhyom
সাধ্য	shaddho	sadhya	saddho
বাধ্য	baddho	badhya	baddhyo
যোদ্ধা	joddha	joddha	zoddha
উদ্ধার	uddhar	uddar	udhar
উদ্ভব	udbhob	udvab	udbhab
উদ্ভিদ	udbhid	udvid	udbhida
উদ্বেগ	udbeg	udveg	udbega
উদ্বোধন	udbodhon	udvodhon	udbodhan
অদ্ভুত	odbhut	adbhut	odvut	odhbhut
বন্ধু	bondhu	bandhu	bondu
গন্ধ	gondho	gandha	gondo
অন্ধকার	ondhokar	andhakar	ondokar
সিন্ধু	shindhu	sindhu	sindu
বন্ধন	bondhon	bandhan	bondon
সম্পূর্ণ	shompurno	sompurna	shompurna
সম্ভব	shombhob	sombhab	shombhab
সম্মেলন	shommelon	sommelon
গ্রন্থ	grontho	grantha	grontho
কণ্ঠ	kontho	kantha
পণ্ডিত	pondit	pandit
লণ্ঠন	lonthon	lanthan
শুণ্ড	shund	sunda
খণ্ড	khondo	khanda
মণ্ডল	mondol	mandal
দণ্ড	dondo	danda
পাণ্ডুলিপি	pandulipi
বিদ্রোহ	bidroho	bidruho	bidraha
হৃদ্রোগ	hridrog	hriddrog	hridrogo
উচ্চ	uccho	ucca	uchcho
উচ্চারণ	uccharon	ucharon	uchcharon
স্বচ্ছ	shocchho	swaccha	socchho	shwacchho
ইচ্ছা	iccha	ichha	iccha	ichcha
পশ্চিম	poschim	pashchim	poshchim
নিশ্চয়	nishchoy	nischay	nishchoy
নিশ্চিত	nishchito	nischita	nishchit
পশ্চাৎ	poschat	pashchat	poshchat
হুজ্জত	hujjot	hujjat	hujjoto
লজ্জা	lojja	lajja	lojja
সজ্জা	shojja	sajja	sojja
বিদ্যুৎস্পৃষ্ট	biddyutsprishto	bidyutsprishta
উজ্জ্বল	ujjol	ujjval	ujjwol	ujjwal
সজ্জন	shojjon	sajjan	sojjon
মজ্জা	mojja	majja	mojja
পাত্র	patro	patra	paatro
মিত্র	mitro	mitra	meetro
ছাত্র	chatro	chatra	satro
শত্রু	shotru	satru	shotru
বস্ত্র	bostro	bastra	bostro
মন্ত্র	montro	mantra	montro
যন্ত্র	jontro	jantra	zontro
তন্ত্র	tontro	tantra	tontro
স্বাতন্ত্র্য	shatontro	swatantrya	sotontro
রাষ্ট্র	rashtro	rastra
চন্দ্র	chondro	chandra	condro
ইন্দ্র	indro	indra	indro
সমুদ্র	shomudro	samudra	somudro
ক্ষুণ্ণ	khunno	kkhunno	ksunno
বিশেষজ্ঞ	bisheshoggo	bisheshoggyo	bisheshogyo
সর্বজ্ঞ	shorboggo	sarbaggya	sorboggyo
অভিজ্ঞ	obhiggo	abhijna	obhiggyo	obhigyo
ঋদ্ধ	riddho	riddo	ridhho
বিদ্বেষ	biddesh	bidwesh	bidbesh
বৈদ্য	boiddo	boidya	baidya
পুণ্য	punno	punya	punyo
গণ্য	gonno	ganya	gonyo
অরণ্য	oronno	aranya	oronyo
বন্য	bonno	banya	bonyo
শূন্য	shunno	sunya	shunyo	sunno
ধন্য	dhonno	dhanya	dhonyo
সৌন্দর্য	shoundorjo	soundarya	shoundorzo
ঐশ্বর্য	oishorjo	aishwarya	oishshorjo
কার্য	karjo	karya	karzo
আশ্চর্য	ashchorjo	ascharya	aschorzo	asshorjo
রহস্য	rohossho	rahasya	rohosyo
সহায্য	shahajjo	sahayya	shahajjyo
মনুষ্য	monushsho	manushya	monushyo
ঔষধ	oushodh	aushadh	oushudh
বিষ্ণু	bishnu	bisnu
কৃষ্ণ	krishno	krishna	krisno
তৃষ্ণা	trishna	trisna
উষ্ণ	ushno	usno
জ্যেষ্ঠ	jyeshtho	jyeshthho	jestho
অষ্টম	oshtom	ashtama	ostom
পুষ্প	pushpo	puspa	pushpo
শ্লেষ	slesh	shlesh	slesho
প্রশ্ন	proshno	prasna	proshno
জঘন্য	joghonno	jaghanya	joghonyo
সান্ত্বনা	shantwona	santvana	shantona
বাত্সল্য	batsollo	batsalya	batsollo
মাহাত্ম্য	mahatmo	mahatmya	mahattmo
দৌরাত্ম্য	douratmo	dauratmya	douratmmo
ভালো	bhalo	valo	bhalO
খারাপ	kharap	kharaap
বড়	boro	bodo
ছোট	choto	chhoto	soto
নতুন	notun	natun
পুরনো	purono	purano	puronO
পুরাতন	puraton
লম্বা	lomba	lamba	lombaa
বেঁটে	bete	benTe	beMTe
উঁচু	uchu	unchu	uMchu
নিচু	nichu	nisu
মোটা	mota	moTa	motaa
পাতলা	patla	patola	paatla
চিকন	chikon	sikon
ভারী	bhari	vari	bhaari
হালকা	halka	halko	haalka
শীতল	shital	sheetol	sital
গভীর	gobhir	govir	gabhir
প্রশস্ত	proshosto	prashasta	prososto
সরু	soru	saru
চওড়া	chowra	choOra	sowra
সুন্দর	shundor	sundor	sundar
কুৎসিত	kutshit	kutsit
বিশ্রী	bishri	bisri	bishree
পরিষ্কার	porishkar	poriskar	parishkar
নোংরা	nongra	nOngra	nongraa
ময়লা	moyla	mayla
শুকনো	shukno	sukno	shuknO
ভেজা	bheja	veja	bhejaa
শক্ত	shokto	sokto	shakto
নরম	norom	narom
মসৃণ	mosrin	masrin	mosrino
ধারালো	dharalo	dharaalo	dharalO
ভোঁতা	bhonta	vonta	bhoMta
টক	tok	Tok
তেতো	teto	tato	tetO
ঝাল	jhal	jhaal
নোনতা	nonta	nonota	nOnta
সুস্বাদু	shushadu	susadu	susshadu
তাজা	taja	taaja	tajaa
বাসি	bashi	basi	baasi
পাকা	paka	paaka	pakaa
কাঁচা	kacha	kaMcha	kancha
সস্তা	shosta	sosta
দামি	dami	daami	damee
ধনী	dhoni	dhani
গরিব	gorib	garib
